time,numwrites,size
-2.4390243902439046,45520000
-1.0314425930152917,18253520000
-1.3236115687089152,36461520000
-0.779306517662363,54669520000
-0.9291542424887049,72877520000
-0.654807567051195,91085520000
-1.0453181134370007,109293520000
-4.239608344507146,127501520000
-1.3316532129570764,145709520000
-1.4969253047097715,163917520000
-1.30511788585807,182125520000
-1.339973848983186,200333520000
-1.2276393819983564,218541520000
-1.118316711537055,236749520000
-1.4274627254926244,254957520000
-1.3140044302239704,273165520000
-0.9081515722056712,291373520000
4.5310224209868215,309581520000
-1.483715369563688,327789520000
0.01641942456468987,345997520000
-1.411056963509376,364205520000
-1.0931637411251545,382413520000
-1.246239647318947,400621520000
-1.2961337109565139,418829520000
-1.9629006579313988,437037520000
