real,time,numwrites,size
real	0m0.008s,200,1000
real	0m0.190s,40200,1000
real	0m0.383s,80200,1000
real	0m0.591s,120200,1000
real	0m0.746s,160200,1000
real	0m0.947s,200200,1000
real	0m1.111s,240200,1000
real	0m1.334s,280200,1000
real	0m1.494s,320200,1000
real	0m1.679s,360200,1000
real	0m1.842s,400200,1000
real	0m2.043s,440200,1000
real	0m2.216s,480200,1000
real	0m2.457s,520200,1000
real	0m2.595s,560200,1000
real	0m2.826s,600200,1000
real	0m2.998s,640200,1000
real	0m3.152s,680200,1000
real	0m2.870s,720200,1000
real	0m3.489s,760200,1000
real	0m3.702s,800200,1000
real	0m3.978s,840200,1000
real	0m4.050s,880200,1000
real	0m4.251s,920200,1000
real	0m4.443s,960200,1000
real	0m0.001s,200,1000
real	0m0.018s,4644,1000
real	0m0.038s,9088,1000
real	0m0.071s,13532,1000
real	0m0.083s,17976,1000
real	0m0.102s,22420,1000
real	0m0.154s,26864,1000
real	0m0.150s,31308,1000
real	0m0.169s,35752,1000
real	0m0.202s,40196,1000
real	0m0.219s,44640,1000
real	0m0.256s,49084,1000
real	0m0.269s,53528,1000
real	0m0.298s,57972,1000
real	0m0.295s,62416,1000
real	0m0.345s,66860,1000
real	0m0.368s,71304,1000
real	0m0.362s,75748,1000
real	0m0.389s,80192,1000
real	0m0.437s,84636,1000
real	0m0.452s,89080,1000
real	0m0.472s,93524,1000
real	0m0.507s,97968,1000
real	0m0.478s,102412,1000
real	0m0.513s,106856,1000
real	0m0.567s,111300,1000
real	0m0.549s,115744,1000
real	0m0.587s,120188,1000
real	0m0.600s,124632,1000
real	0m0.628s,129076,1000
real	0m0.633s,133520,1000
real	0m0.644s,137964,1000
real	0m0.699s,142408,1000
real	0m0.714s,146852,1000
real	0m0.720s,151296,1000
real	0m0.733s,155740,1000
real	0m0.765s,160184,1000
real	0m0.791s,164628,1000
real	0m0.829s,169072,1000
real	0m0.836s,173516,1000
real	0m0.846s,177960,1000
real	0m0.939s,182404,1000
real	0m0.915s,186848,1000
real	0m0.899s,191292,1000
real	0m0.892s,195736,1000
real	0m0.953s,200180,1000
real	0m0.983s,204624,1000
real	0m1.002s,209068,1000
real	0m1.001s,213512,1000
real	0m1.026s,217956,1000
real	0m1.070s,222400,1000
real	0m1.055s,226844,1000
real	0m1.092s,231288,1000
real	0m1.106s,235732,1000
real	0m1.138s,240176,1000
real	0m1.169s,244620,1000
real	0m1.183s,249064,1000
real	0m1.110s,253508,1000
real	0m1.197s,257952,1000
real	0m1.224s,262396,1000
real	0m1.300s,266840,1000
