real,time,numwrites,size
real	0m0.001s,200,1000
real	0m0.199s,40200,1000
real	0m0.401s,80200,1000
real	0m0.617s,120200,1000
real	0m0.825s,160200,1000
real	0m1.038s,200200,1000
real	0m1.230s,240200,1000
real	0m1.423s,280200,1000
real	0m1.679s,320200,1000
real	0m1.839s,360200,1000
real	0m2.042s,400200,1000
real	0m2.247s,440200,1000
real	0m2.413s,480200,1000
real	0m2.628s,520200,1000
real	0m2.830s,560200,1000
real	0m3.035s,600200,1000
real	0m3.208s,640200,1000
real	0m3.493s,680200,1000
real	0m3.613s,720200,1000
real	0m3.800s,760200,1000
real	0m4.011s,800200,1000
real	0m4.225s,840200,1000
real	0m4.429s,880200,1000
real	0m4.648s,920200,1000
real	0m4.838s,960200,1000
real	0m0.001s,200,1000
real	0m0.020s,4644,1000
real	0m0.040s,9088,1000
real	0m0.074s,13532,1000
real	0m0.087s,17976,1000
real	0m0.107s,22420,1000
real	0m0.141s,26864,1000
real	0m0.159s,31308,1000
real	0m0.182s,35752,1000
real	0m0.232s,40196,1000
real	0m0.229s,44640,1000
real	0m0.249s,49084,1000
real	0m0.281s,53528,1000
real	0m0.303s,57972,1000
real	0m0.318s,62416,1000
real	0m0.351s,66860,1000
real	0m0.375s,71304,1000
real	0m0.382s,75748,1000
real	0m0.439s,80192,1000
real	0m0.455s,84636,1000
real	0m0.482s,89080,1000
real	0m0.502s,93524,1000
real	0m0.528s,97968,1000
real	0m0.524s,102412,1000
real	0m0.573s,106856,1000
real	0m0.597s,111300,1000
real	0m0.600s,115744,1000
real	0m0.630s,120188,1000
real	0m0.682s,124632,1000
real	0m0.682s,129076,1000
real	0m0.678s,133520,1000
real	0m0.711s,137964,1000
real	0m0.741s,142408,1000
real	0m0.769s,146852,1000
real	0m0.788s,151296,1000
real	0m0.802s,155740,1000
real	0m0.828s,160184,1000
real	0m0.862s,164628,1000
real	0m0.851s,169072,1000
real	0m0.901s,173516,1000
real	0m0.922s,177960,1000
real	0m0.941s,182404,1000
real	0m0.952s,186848,1000
real	0m1.003s,191292,1000
real	0m1.004s,195736,1000
real	0m1.022s,200180,1000
real	0m1.052s,204624,1000
real	0m1.055s,209068,1000
real	0m1.095s,213512,1000
real	0m1.131s,217956,1000
real	0m1.125s,222400,1000
real	0m1.164s,226844,1000
real	0m1.051s,231288,1000
real	0m1.168s,235732,1000
real	0m1.267s,240176,1000
