real,time,numwrites,size
real	0m0.001s,200,1000
real	0m0.178s,40200,1000
real	0m0.369s,80200,1000
real	0m0.568s,120200,1000
real	0m0.755s,160200,1000
real	0m0.917s,200200,1000
real	0m1.096s,240200,1000
real	0m1.265s,280200,1000
real	0m1.466s,320200,1000
real	0m1.616s,360200,1000
real	0m1.862s,400200,1000
real	0m1.977s,440200,1000
real	0m2.156s,480200,1000
real	0m2.334s,520200,1000
real	0m2.503s,560200,1000
real	0m2.712s,600200,1000
real	0m2.893s,640200,1000
real	0m3.037s,680200,1000
real	0m3.278s,720200,1000
real	0m3.366s,760200,1000
real	0m3.596s,800200,1000
real	0m3.794s,840200,1000
real	0m3.966s,880200,1000
real	0m4.270s,920200,1000
real	0m11.753s,960200,1000
real	0m0.001s,200,1000
real	0m0.017s,4644,1000
real	0m0.035s,9088,1000
real	0m0.068s,13532,1000
real	0m0.077s,17976,1000
real	0m0.102s,22420,1000
real	0m0.124s,26864,1000
real	0m0.141s,31308,1000
real	0m0.157s,35752,1000
real	0m0.189s,40196,1000
real	0m0.200s,44640,1000
real	0m0.238s,49084,1000
real	0m0.247s,53528,1000
real	0m0.282s,57972,1000
real	0m0.294s,62416,1000
real	0m0.321s,66860,1000
real	0m0.327s,71304,1000
real	0m0.374s,75748,1000
real	0m0.390s,80192,1000
real	0m0.409s,84636,1000
real	0m0.406s,89080,1000
real	0m0.431s,93524,1000
real	0m0.473s,97968,1000
real	0m0.463s,102412,1000
real	0m0.485s,106856,1000
real	0m0.510s,111300,1000
real	0m0.529s,115744,1000
real	0m0.575s,120188,1000
real	0m0.570s,124632,1000
real	0m0.584s,129076,1000
real	0m0.610s,133520,1000
real	0m0.630s,137964,1000
real	0m0.654s,142408,1000
real	0m0.693s,146852,1000
real	0m0.703s,151296,1000
real	0m0.717s,155740,1000
real	0m0.743s,160184,1000
real	0m0.771s,164628,1000
real	0m0.761s,169072,1000
real	0m0.825s,173516,1000
real	0m0.835s,177960,1000
real	0m0.833s,182404,1000
real	0m0.870s,186848,1000
real	0m0.907s,191292,1000
real	0m0.967s,195736,1000
real	0m0.896s,200180,1000
real	0m0.914s,204624,1000
real	0m4.110s,209068,1000
real	0m3.084s,213512,1000
real	0m0.994s,217956,1000
real	0m1.000s,222400,1000
real	0m1.009s,226844,1000
real	0m1.025s,231288,1000
real	0m0.923s,235732,1000
real	0m1.092s,240176,1000
real	0m1.116s,244620,1000
real	0m1.167s,249064,1000
real	0m1.167s,253508,1000
real	0m1.149s,257952,1000
real	0m1.179s,262396,1000
real	0m1.196s,266840,1000
real	0m1.229s,271284,1000
real	0m1.226s,275728,1000
real	0m1.264s,280172,1000
real	0m1.319s,284616,1000
real	0m1.284s,289060,1000
real	0m1.320s,293504,1000
real	0m1.350s,297948,1000
real	0m1.377s,302392,1000
real	0m1.385s,306836,1000
real	0m1.408s,311280,1000
real	0m1.456s,315724,1000
real	0m1.434s,320168,1000
real	0m1.469s,324612,1000
real	0m1.490s,329056,1000
real	0m1.502s,333500,1000
real	0m1.520s,337944,1000
real	0m1.546s,342388,1000
real	0m1.580s,346832,1000
real	0m1.620s,351276,1000
real	0m1.616s,355720,1000
real	0m1.605s,360164,1000
real	0m1.669s,364608,1000
real	0m1.642s,369052,1000
real	0m1.693s,373496,1000
real	0m1.735s,377940,1000
real	0m1.725s,382384,1000
real	0m1.747s,386828,1000
real	0m1.775s,391272,1000
real	0m1.782s,395716,1000
real	0m1.793s,400160,1000
real	0m1.842s,404604,1000
real	0m1.857s,409048,1000
real	0m1.876s,413492,1000
real	0m1.881s,417936,1000
real	0m1.904s,422380,1000
real	0m1.912s,426824,1000
real	0m1.925s,431268,1000
real	0m1.949s,435712,1000
real	0m1.967s,440156,1000
real	0m2.003s,444600,1000
real	0m2.018s,449044,1000
real	0m2.082s,453488,1000
real	0m2.090s,457932,1000
real	0m2.063s,462376,1000
real	0m2.082s,466820,1000
real	0m2.119s,471264,1000
real	0m2.125s,475708,1000
real	0m2.176s,480152,1000
real	0m2.189s,484596,1000
real	0m2.165s,489040,1000
real	0m2.191s,493484,1000
real	0m2.268s,497928,1000
real	0m2.262s,502372,1000
real	0m2.252s,506816,1000
real	0m2.275s,511260,1000
real	0m2.342s,515704,1000
real	0m2.324s,520148,1000
real	0m2.344s,524592,1000
real	0m2.370s,529036,1000
real	0m2.384s,533480,1000
real	0m2.463s,537924,1000
real	0m2.447s,542368,1000
real	0m2.168s,546812,1000
real	0m2.464s,551256,1000
real	0m2.492s,555700,1000
real	0m2.486s,560144,1000
real	0m2.533s,564588,1000
real	0m2.556s,569032,1000
real	0m2.573s,573476,1000
real	0m2.568s,577920,1000
real	0m2.627s,582364,1000
real	0m2.624s,586808,1000
real	0m2.643s,591252,1000
real	0m2.685s,595696,1000
real	0m2.246s,600140,1000
real	0m2.685s,604584,1000
real	0m8.972s,609028,1000
real	0m2.758s,613472,1000
real	0m2.781s,617916,1000
real	0m2.772s,622360,1000
real	0m2.815s,626804,1000
real	0m2.821s,631248,1000
real	0m2.829s,635692,1000
real	0m2.352s,640136,1000
real	0m2.948s,644580,1000
real	0m2.875s,649024,1000
real	0m2.917s,653468,1000
real	0m2.939s,657912,1000
real	0m2.944s,662356,1000
real	0m2.954s,666800,1000
real	0m3.002s,671244,1000
real	0m3.056s,675688,1000
real	0m3.011s,680132,1000
real	0m3.068s,684576,1000
real	0m2.723s,689020,1000
real	0m3.121s,693464,1000
real	0m3.125s,697908,1000
real	0m3.138s,702352,1000
real	0m3.218s,706796,1000
real	0m3.175s,711240,1000
real	0m3.192s,715684,1000
real	0m3.193s,720128,1000
real	0m3.222s,724572,1000
real	0m3.244s,729016,1000
real	0m3.103s,733460,1000
real	0m3.319s,737904,1000
real	0m3.328s,742348,1000
real	0m3.345s,746792,1000
real	0m3.368s,751236,1000
real	0m3.349s,755680,1000
real	0m3.373s,760124,1000
real	0m3.478s,764568,1000
real	0m3.437s,769012,1000
real	0m3.000s,773456,1000
real	0m3.509s,777900,1000
real	0m3.499s,782344,1000
real	0m3.526s,786788,1000
real	0m3.570s,791232,1000
real	0m3.545s,795676,1000
real	0m3.567s,800120,1000
real	0m3.564s,804564,1000
real	0m3.599s,809008,1000
real	0m3.235s,813452,1000
real	0m3.687s,817896,1000
real	0m3.659s,822340,1000
real	0m3.674s,826784,1000
real	0m7.923s,831228,1000
real	0m3.742s,835672,1000
real	0m3.774s,840116,1000
real	0m3.418s,844560,1000
real	0m3.767s,849004,1000
